,2024-12-31 00:00:00,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,Ticker,2024-06-30 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2024-05-31 00:00:00,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00
Net Interest Income,,-1049065000.0,-978782000.0,-936684000.0,-1178939000.0,0881.HK,,,,,,,,,,,,,,
Interest Expense,,1507393000.0,1218636000.0,1120121000.0,1259872000.0,0881.HK,,,,,,,,,,,,,,
Interest Income,,458328000.0,239854000.0,183437000.0,80933000.0,0881.HK,,,,,,,,,,,,,,
Normalized Income,,5026601972.841251,6602117647.370154,8308280985.798163,5509443448.137335,0881.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,5018077000.0,6688119000.0,8328950000.0,5539799000.0,0881.HK,,,,,,,,,,,,,,
Total Expenses,,175631546000.0,173955485000.0,166312358000.0,142788812000.0,0881.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,,8339660000.0,10168839000.0,12617281000.0,8936671000.0,0881.HK,,,,,,,,,,,,,,
Diluted Average Shares,,2468805445.0,2517595170.0,2447762527.0,2427970722.0,0881.HK,,,,,,,,,,,,,,
Basic Average Shares,,2396898896.0,2411562186.0,2340870937.0,2272669021.0,0881.HK,,,,,,,,,,,,,,
Diluted EPS,,2.08,2.72,3.47,2.36,0881.HK,,,,,,,,,,,,,,
Basic EPS,,2.09,2.77,3.56,2.44,0881.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,5144584000.0,6837210000.0,8477636000.0,5727994000.0,0881.HK,,,,,,,,,,,,,,
Average Dilution Earnings,,126507000.0,149091000.0,148686000.0,188195000.0,0881.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,5018077000.0,6688119000.0,8328950000.0,5539799000.0,0881.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,0881.HK,,,,,,,,,,,,,,
Net Income,,5018077000.0,6688119000.0,8328950000.0,5539799000.0,0881.HK,,,,,,,,,,,,,,
Minority Interests,,27192000.0,52899000.0,-78380000.0,-41030000.0,0881.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,4990885000.0,6635220000.0,8407330000.0,5580829000.0,0881.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,4990885000.0,6635220000.0,8407330000.0,5580829000.0,0881.HK,,,,,,,,,,,,,,
Tax Provision,,1840063000.0,2315551000.0,3096252000.0,2097980000.0,0881.HK,,,,,,,,,,,,,,
Pretax Income,,6830948000.0,8950771000.0,11503582000.0,7678809000.0,0881.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,4232169000.0,3909467000.0,3612773000.0,3252880000.0,0881.HK,,,,,,,,,,,,,,
Special Income Charges,,-36827000.0,126123000.0,7661000.0,12898000.0,0881.HK,,,,,,,,,,,,,,
Other Special Charges,,36827000.0,-126123000.0,-7661000.0,-12898000.0,0881.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,-1049065000.0,-978782000.0,-936684000.0,-1178939000.0,0881.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,1507393000.0,1218636000.0,1120121000.0,1259872000.0,0881.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,458328000.0,239854000.0,183437000.0,80933000.0,0881.HK,,,,,,,,,,,,,,
Operating Income,,3658547000.0,5901487000.0,8790704000.0,5559255000.0,0881.HK,,,,,,,,,,,,,,
Operating Expense,,10105773000.0,10130108000.0,9678851000.0,7922453000.0,0881.HK,,,,,,,,,,,,,,
Selling General And Administration,,10155589000.0,10286900000.0,9742846000.0,7968918000.0,0881.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,7736991000.0,7841405000.0,7170170000.0,5729655000.0,0881.HK,,,,,,,,,,,,,,
General And Administrative Expense,,2418598000.0,2445495000.0,2572676000.0,2239263000.0,0881.HK,,,,,,,,,,,,,,
Gross Profit,,13764320000.0,16031595000.0,18469555000.0,13481708000.0,0881.HK,,,,,,,,,,,,,,
Cost Of Revenue,,165525773000.0,163825377000.0,156633507000.0,134866359000.0,0881.HK,,,,,,,,,,,,,,
Total Revenue,,179290093000.0,179856972000.0,175103062000.0,148348067000.0,0881.HK,,,,,,,,,,,,,,
Operating Revenue,,179290093000.0,179856972000.0,175103062000.0,148348067000.0,0881.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,,377013000.0,-1360058000.0,-1024290000.0,0883.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,,0.273,0.266,0.285,0883.HK,,,,,,,,,,,,,,
Normalized EBITDA,,246145000000.0,259539000000.0,161204000000.0,95813000000.0,0883.HK,,,,,,,,,,,,,,
Total Unusual Items,,,1381000000.0,-5113000000.0,-3594000000.0,0883.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,,1381000000.0,-5113000000.0,-3594000000.0,0883.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,,141700000000.0,70320000000.0,24956000000.0,0883.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,,63070000000.0,57085000000.0,53766000000.0,0883.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,,154444000000.0,79079000000.0,66781000000.0,0883.HK,,,,,,,,,,,,,,
EBITDA,,245702000000.0,260920000000.0,156091000000.0,92219000000.0,0883.HK,,,,,,,,,,,,,,
EBIT,,175378000000.0,197850000000.0,99006000000.0,38453000000.0,0883.HK,,,,,,,,,,,,,,
Net Interest Income,,,-3047000000.0,-4678000000.0,-4717000000.0,0883.HK,,,,,,,,,,,,,,
Interest Expense,,2404000000.0,3080000000.0,3185000000.0,3546000000.0,0883.HK,,,,,,,,,,,,,,
Interest Income,,,2980000000.0,1341000000.0,1473000000.0,0883.HK,,,,,,,,,,,,,,
Normalized Income,,,140696013000.0,74072942000.0,27525710000.0,0883.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,,141700000000.0,70320000000.0,24956000000.0,0883.HK,,,,,,,,,,,,,,
Total Expenses,,,238223000000.0,144760000000.0,115136000000.0,0883.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,,,193325000000.0,95979000000.0,36389000000.0,0883.HK,,,,,,,,,,,,,,
Diluted Average Shares,,47566763984.0,46697155252.0,44647455984.0,44647455984.0,0883.HK,,,,,,,,,,,,,,
Basic Average Shares,,47566763984.0,46697155252.0,44647455984.0,44647455984.0,0883.HK,,,,,,,,,,,,,,
Diluted EPS,,2.6,3.03,1.57,0.56,0883.HK,,,,,,,,,,,,,,
Basic EPS,,2.6,3.03,1.57,0.56,0883.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,,141700000000.0,70320000000.0,24956000000.0,0883.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,,141700000000.0,70320000000.0,24956000000.0,0883.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,,0.0,0.0,0.0,0883.HK,,,,,,,,,,,,,,
Net Income,,,141700000000.0,70320000000.0,24956000000.0,0883.HK,,,,,,,,,,,,,,
Minority Interests,,,23000000.0,13000000.0,0.0,0883.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,,141677000000.0,70307000000.0,24956000000.0,0883.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,,141677000000.0,70307000000.0,24956000000.0,0883.HK,,,,,,,,,,,,,,
Tax Provision,,,53093000000.0,25514000000.0,9951000000.0,0883.HK,,,,,,,,,,,,,,
Pretax Income,,,194770000000.0,95821000000.0,34907000000.0,0883.HK,,,,,,,,,,,,,,
Other Income Expense,,,,-3437000000.0,-1964000000.0,0883.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,,505000000.0,582000000.0,444000000.0,0883.HK,,,,,,,,,,,,,,
Special Income Charges,,,-677000000.0,-7963000000.0,-6572000000.0,0883.HK,,,,,,,,,,,,,,
Write Off,,,109000000.0,40000000.0,-125000000.0,0883.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,568000000.0,7923000000.0,6697000000.0,0883.HK,,,,,,,,,,,,,,
Earnings From Equity Interest,,,,346000000.0,-632000000.0,0883.HK,,,,,,,,,,,,,,
Gain On Sale Of Security,,,,3592000000.0,3423000000.0,0883.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,,-3047000000.0,-4678000000.0,-4717000000.0,0883.HK,,,,,,,,,,,,,,
Total Other Finance Cost,,2950000000.0,2947000000.0,2834000000.0,2644000000.0,0883.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,2404000000.0,3080000000.0,3185000000.0,3546000000.0,0883.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,,2980000000.0,1341000000.0,1473000000.0,0883.HK,,,,,,,,,,,,,,
Operating Income,,,194002000000.0,103942000000.0,42961000000.0,0883.HK,,,,,,,,,,,,,,
Operating Expense,,,83779000000.0,65681000000.0,48355000000.0,0883.HK,,,,,,,,,,,,,,
Other Operating Expenses,,,73311000000.0,56720000000.0,39534000000.0,0883.HK,,,,,,,,,,,,,,
Other Taxes,,,,11172000000.0,7200000000.0,0883.HK,,,,,,,,,,,,,,
Selling General And Administration,,,10468000000.0,8961000000.0,8821000000.0,0883.HK,,,,,,,,,,,,,,
General And Administrative Expense,,,10468000000.0,8961000000.0,8821000000.0,0883.HK,,,,,,,,,,,,,,
Gross Profit,,,277781000000.0,169623000000.0,91316000000.0,0883.HK,,,,,,,,,,,,,,
Cost Of Revenue,,,154444000000.0,79079000000.0,66781000000.0,0883.HK,,,,,,,,,,,,,,
Total Revenue,,,432225000000.0,248702000000.0,158097000000.0,0883.HK,,,,,,,,,,,,,,
Operating Revenue,,,432225000000.0,248702000000.0,158097000000.0,0883.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,842620450.240719,-208051119.897834,-115991010.881564,-943920000.0,0941.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.226328,0.228879,0.235754,0.24,0941.HK,,,,,,,,,,,,,,
Normalized EBITDA,,377492000000.0,366024000000.0,348235000000.0,321669000000.0,0941.HK,,,,,,,,,,,,,,
Total Unusual Items,,3723000000.0,-909000000.0,-492000000.0,-3933000000.0,0941.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,3723000000.0,-909000000.0,-492000000.0,-3933000000.0,0941.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,131766000000.0,125459000000.0,116148000000.0,107843000000.0,0941.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,207132000000.0,200077000000.0,193045000000.0,172401000000.0,0941.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,411702000000.0,376925000000.0,321093000000.0,279524000000.0,0941.HK,,,,,,,,,,,,,,
EBITDA,,381215000000.0,365115000000.0,347743000000.0,317736000000.0,0941.HK,,,,,,,,,,,,,,
EBIT,,174083000000.0,165038000000.0,154698000000.0,145335000000.0,0941.HK,,,,,,,,,,,,,,
Net Interest Income,,3602000000.0,8445000000.0,8255000000.0,8451000000.0,0941.HK,,,,,,,,,,,,,,
Interest Expense,,3552000000.0,2166000000.0,2514000000.0,2976000000.0,0941.HK,,,,,,,,,,,,,,
Interest Income,,7332000000.0,10775000000.0,10934000000.0,11447000000.0,0941.HK,,,,,,,,,,,,,,
Normalized Income,,128885620450.24072,126159948880.10217,116524008989.11844,110832080000.0,0941.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,131766000000.0,125459000000.0,116148000000.0,107843000000.0,0941.HK,,,,,,,,,,,,,,
Total Expenses,,864884000000.0,802297000000.0,724008000000.0,648509000000.0,0941.HK,,,,,,,,,,,,,,
Rent Expense Supplemental,,,331000000.0,330000000.0,346000000.0,0941.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,,134346000000.0,129099000000.0,117963000000.0,112734000000.0,0941.HK,,,,,,,,,,,,,,
Diluted Average Shares,,21408818755.0,21346970167.0,20475482897.0,20475482897.0,0941.HK,,,,,,,,,,,,,,
Basic Average Shares,,21376288436.0,21346920449.0,20475482897.0,20475482897.0,0941.HK,,,,,,,,,,,,,,
Diluted EPS,,6.15,5.88,5.67,5.27,0941.HK,,,,,,,,,,,,,,
Basic EPS,,6.16,5.88,5.67,5.27,0941.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,131766000000.0,125459000000.0,116120000000.0,107843000000.0,0941.HK,,,,,,,,,,,,,,
Average Dilution Earnings,,,,-28000000.0,,0941.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,131766000000.0,125459000000.0,116148000000.0,107843000000.0,0941.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,0941.HK,,,,,,,,,,,,,,
Net Income,,131766000000.0,125459000000.0,116148000000.0,107843000000.0,0941.HK,,,,,,,,,,,,,,
Minority Interests,,-169000000.0,-135000000.0,-158000000.0,-297000000.0,0941.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,131935000000.0,125594000000.0,116306000000.0,108140000000.0,0941.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,131935000000.0,125594000000.0,116306000000.0,108140000000.0,0941.HK,,,,,,,,,,,,,,
Tax Provision,,38596000000.0,37278000000.0,35878000000.0,34219000000.0,0941.HK,,,,,,,,,,,,,,
Pretax Income,,170531000000.0,162872000000.0,152184000000.0,142359000000.0,0941.HK,,,,,,,,,,,,,,
Other Income Expense,,,,19767000000.0,14347000000.0,0941.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,9823000000.0,9388000000.0,8257000000.0,5602000000.0,0941.HK,,,,,,,,,,,,,,
Special Income Charges,,-10079000000.0,-5863000000.0,-6287000000.0,-6827000000.0,0941.HK,,,,,,,,,,,,,,
Gain On Sale Of Ppe,,,,-1748000000.0,-1547000000.0,0941.HK,,,,,,,,,,,,,,
Other Special Charges,,390000000.0,892000000.0,1748000000.0,1547000000.0,0941.HK,,,,,,,,,,,,,,
Write Off,,9689000000.0,4971000000.0,4539000000.0,5280000000.0,0941.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,691000000.0,379000000.0,1546000000.0,0941.HK,,,,,,,,,,,,,,
Earnings From Equity Interest,,,,11914000000.0,12678000000.0,0941.HK,,,,,,,,,,,,,,
Gain On Sale Of Security,,,,5795000000.0,2894000000.0,0941.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,3602000000.0,8445000000.0,8255000000.0,8451000000.0,0941.HK,,,,,,,,,,,,,,
Total Other Finance Cost,,178000000.0,164000000.0,165000000.0,20000000.0,0941.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,3552000000.0,2166000000.0,2514000000.0,2976000000.0,0941.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,7332000000.0,10775000000.0,10934000000.0,11447000000.0,0941.HK,,,,,,,,,,,,,,
Operating Income,,144425000000.0,134962000000.0,124250000000.0,119561000000.0,0941.HK,,,,,,,,,,,,,,
Operating Expense,,453182000000.0,425372000000.0,402915000000.0,368985000000.0,0941.HK,,,,,,,,,,,,,,
Other Operating Expenses,,42338000000.0,39307000000.0,37147000000.0,35200000000.0,0941.HK,,,,,,,,,,,,,,
Other Taxes,,,,2722000000.0,2462000000.0,0941.HK,,,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,,,,193045000000.0,172401000000.0,0941.HK,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,,207132000000.0,200077000000.0,193045000000.0,172401000000.0,0941.HK,,,,,,,,,,,,,,
Depreciation Income Statement,,207132000000.0,200077000000.0,193045000000.0,172401000000.0,0941.HK,,,,,,,,,,,,,,
Research And Development,,6815000000.0,6149000000.0,5708000000.0,4898000000.0,0941.HK,,,,,,,,,,,,,,
Selling General And Administration,,52564000000.0,49682000000.0,48335000000.0,50057000000.0,0941.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,52477000000.0,49592000000.0,48243000000.0,49943000000.0,0941.HK,,,,,,,,,,,,,,
General And Administrative Expense,,87000000.0,90000000.0,92000000.0,114000000.0,0941.HK,,,,,,,,,,,,,,
Other Gand A,,,,98000000.0,114000000.0,0941.HK,,,,,,,,,,,,,,
Rent And Landing Fees,,,331000000.0,330000000.0,346000000.0,0941.HK,,,,,,,,,,,,,,
Salaries And Wages,,,,118680000000.0,106429000000.0,0941.HK,,,,,,,,,,,,,,
Gross Profit,,597607000000.0,560334000000.0,527165000000.0,488546000000.0,0941.HK,,,,,,,,,,,,,,
Cost Of Revenue,,411702000000.0,376925000000.0,321093000000.0,279524000000.0,0941.HK,,,,,,,,,,,,,,
Total Revenue,,1009309000000.0,937259000000.0,848258000000.0,768070000000.0,0941.HK,,,,,,,,,,,,,,
Operating Revenue,,1009309000000.0,937259000000.0,848258000000.0,768070000000.0,0941.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,-1729884.0,3407565.0,-9776250.0,-4724265.260765,0968.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,,0.156,0.161,0.15,0.127686,0968.HK,,,,,,,,,,,,,,
Normalized EBITDA,,7791265000.0,6912152000.0,7950112000.0,6890631000.0,0968.HK,,,,,,,,,,,,,,
Total Unusual Items,,-11089000.0,21165000.0,-65175000.0,-36999000.0,0968.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,-11089000.0,21165000.0,-65175000.0,-36999000.0,0968.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,4187127000.0,3820144000.0,4924347000.0,4560853000.0,0968.HK,,,,,,,,,,,,,,
Reconciled Depreciation,,1824982000.0,1553947000.0,1175850000.0,904284000.0,0968.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,,19539056000.0,14385531000.0,9022057000.0,5732238000.0,0968.HK,,,,,,,,,,,,,,
EBITDA,,7780176000.0,6933317000.0,7884937000.0,6853632000.0,0968.HK,,,,,,,,,,,,,,
EBIT,,5955194000.0,5379370000.0,6709087000.0,5949348000.0,0968.HK,,,,,,,,,,,,,,
Net Interest Income,,-349445000.0,-167526000.0,15879000.0,-130422000.0,0968.HK,,,,,,,,,,,,,,
Interest Expense,,383760000.0,198392000.0,140766000.0,190954000.0,0968.HK,,,,,,,,,,,,,,
Interest Income,,34315000.0,30866000.0,156645000.0,60532000.0,0968.HK,,,,,,,,,,,,,,
Normalized Income,,4196486116.0,3802386565.0,4979745750.0,4593127734.739235,0968.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,4187127000.0,3820144000.0,4924347000.0,4560853000.0,0968.HK,,,,,,,,,,,,,,
Total Expenses,,20484243000.0,15218902000.0,9478658000.0,6408878000.0,0968.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,,5892773000.0,5317693000.0,6514406000.0,5853198000.0,0968.HK,,,,,,,,,,,,,,
Diluted Average Shares,,,8910521000.0,8862764000.0,8244575000.0,0968.HK,,,,,,,,,,,,,,
Basic Average Shares,,,8894405000.0,8849069000.0,8233323000.0,0968.HK,,,,,,,,,,,,,,
Diluted EPS,,,0.4287,0.5556,0.5532,0968.HK,,,,,,,,,,,,,,
Basic EPS,,,0.4295,0.5565,0.554,0968.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,4187127000.0,3820144000.0,4924347000.0,4560853000.0,0968.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,,4187127000.0,3820144000.0,4924347000.0,4560853000.0,0968.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0,0968.HK,,,,,,,,,,,,,,
Net Income,,4187127000.0,3820144000.0,4924347000.0,4560853000.0,0968.HK,,,,,,,,,,,,,,
Minority Interests,,-513419000.0,-525622000.0,-656764000.0,-462273000.0,0968.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,4700546000.0,4345766000.0,5581111000.0,5023126000.0,0968.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,,4700546000.0,4345766000.0,5581111000.0,5023126000.0,0968.HK,,,,,,,,,,,,,,
Tax Provision,,870888000.0,835212000.0,987210000.0,735268000.0,0968.HK,,,,,,,,,,,,,,
Pretax Income,,5571434000.0,5180978000.0,6568321000.0,5758394000.0,0968.HK,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,-50175000.0,-9233000.0,2055000.0,2422000.0,0968.HK,,,,,,,,,,,,,,
Special Income Charges,,-41109000.0,-73530000.0,-67875000.0,-36999000.0,0968.HK,,,,,,,,,,,,,,
Other Special Charges,,31039000.0,4612000.0,64846000.0,31970000.0,0968.HK,,,,,,,,,,,,,,
Write Off,,10070000.0,53641000.0,3029000.0,5029000.0,0968.HK,,,,,,,,,,,,,,
Impairment Of Capital Assets,,0.0,15277000.0,0.0,,0968.HK,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,-349445000.0,-167526000.0,15879000.0,-130422000.0,0968.HK,,,,,,,,,,,,,,
Interest Expense Non Operating,,383760000.0,198392000.0,140766000.0,190954000.0,0968.HK,,,,,,,,,,,,,,
Interest Income Non Operating,,34315000.0,30866000.0,156645000.0,60532000.0,0968.HK,,,,,,,,,,,,,,
Operating Income,,6144511000.0,5325139000.0,6585997000.0,5906951000.0,0968.HK,,,,,,,,,,,,,,
Operating Expense,,945187000.0,833371000.0,456601000.0,676640000.0,0968.HK,,,,,,,,,,,,,,
Other Operating Expenses,,-17499000.0,-18102000.0,-17839000.0,-17250000.0,0968.HK,,,,,,,,,,,,,,
Selling General And Administration,,1309618000.0,1070493000.0,732210000.0,864826000.0,0968.HK,,,,,,,,,,,,,,
Selling And Marketing Expense,,106062000.0,91312000.0,21513000.0,316610000.0,0968.HK,,,,,,,,,,,,,,
General And Administrative Expense,,1203556000.0,979181000.0,710697000.0,548216000.0,0968.HK,,,,,,,,,,,,,,
Gross Profit,,7089698000.0,6158510000.0,7042598000.0,6583591000.0,0968.HK,,,,,,,,,,,,,,
Cost Of Revenue,,19539056000.0,14385531000.0,9022057000.0,5732238000.0,0968.HK,,,,,,,,,,,,,,
Total Revenue,,26628754000.0,20544041000.0,16064655000.0,12315829000.0,0968.HK,,,,,,,,,,,,,,
Operating Revenue,,26628754000.0,20544041000.0,16064655000.0,12315829000.0,0968.HK,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-16128.585855,14232482.683467,461294.332925,12776484.081064,,0981.HK,,,,,,,,,,,,,,
Tax Rate For Calcs,0.150734,0.052646,0.007237,0.03541,,0981.HK,,,,,,,,,,,,,,
Normalized EBITDA,4207197000.0,3793819000.0,4547305000.0,3458954000.0,,0981.HK,,,,,,,,,,,,,,
Total Unusual Items,-107000.0,270345000.0,63743000.0,360815000.0,,0981.HK,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-107000.0,270345000.0,63743000.0,360815000.0,,0981.HK,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,492748000.0,902526000.0,1817942000.0,1701803000.0,,0981.HK,,,,,,,,,,,,,,
Reconciled Depreciation,3223063000.0,2667291000.0,2271361000.0,1869302000.0,,0981.HK,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,6581953000.0,5103816000.0,4511636000.0,3767342000.0,,0981.HK,,,,,,,,,,,,,,
EBITDA,4207090000.0,4064164000.0,4611048000.0,3819769000.0,,0981.HK,,,,,,,,,,,,,,
EBIT,984027000.0,1396873000.0,2339687000.0,1950467000.0,,0981.HK,,,,,,,,,,,,,,
Net Interest Income,,527167000.0,223553000.0,112892000.0,97560000.0,0981.HK,,,,,,,,,,,,,,
Interest Expense,,209424000.0,125582000.0,110143000.0,73234000.0,0981.HK,,,,,,,,,,,,,,
Interest Income,,736591000.0,349135000.0,223035000.0,170794000.0,0981.HK,,,,,,,,,,,,,,
Normalized Income,492838871.414145,646413482.683467,1754660294.332925,1353764484.081064,,0981.HK,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,492748000.0,902526000.0,1817942000.0,1701803000.0,,0981.HK,,,,,,,,,,,,,,
Total Expenses,7555914000.0,5965926000.0,5483792000.0,4331210000.0,,0981.HK,,,,,,,,,,,,,,
Total Operating Income As Reported,473900000.0,357747000.0,1835679000.0,1392562000.0,,0981.HK,,,,,,,,,,,,,,
Diluted Average Shares,,7964014744.0,7939473313.0,7933798629.0,6842533385.0,0981.HK,,,,,,,,,,,,,,
Basic Average Shares,,7928909712.0,7907846013.0,7897672423.0,6353497375.0,0981.HK,,,,,,,,,,,,,,
Diluted EPS,,0.11,0.23,0.21,0.11,0981.HK,,,,,,,,,,,,,,
Basic EPS,,0.11,0.23,0.22,0.11,0981.HK,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,492748000.0,902526000.0,1817955000.0,1701855000.0,,0981.HK,,,,,,,,,,,,,,
Average Dilution Earnings,,0.0,13000.0,134000.0,15329000.0,0981.HK,,,,,,,,,,,,,,
Net Income Common Stockholders,492748000.0,902526000.0,1817942000.0,1701721000.0,,0981.HK,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,82000.0,,0981.HK,,,,,,,,,,,,,,
Preferred Stock Dividends,,,0.0,0.0,0.0,0981.HK,,,,,,,,,,,,,,
Net Income,492748000.0,902526000.0,1817942000.0,1701803000.0,,0981.HK,,,,,,,,,,,,,,
Minority Interests,-237245000.0,-222409000.0,-380140000.0,-73355000.0,,0981.HK,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,729993000.0,1124935000.0,2198082000.0,1775158000.0,,0981.HK,,,,,,,,,,,,,,
Net Income Continuous Operations,729993000.0,1124935000.0,2198082000.0,1775158000.0,,0981.HK,,,,,,,,,,,,,,
Tax Provision,129565000.0,62514000.0,16023000.0,65166000.0,,0981.HK,,,,,,,,,,,,,,
