,Shares,Value,URL,Text,Insider,Position,Transaction,Start Date,Ownership,Ticker
0,17,197.0,,Bought at price 11.60 per share.,Stuart (Ian),,,2025-03-27,D,0005.HK
1,60347,685300.0,,Sold at price 11.36 per share.,Riley (Stuart),,,2025-03-20,D,0005.HK
2,49805,,,,Riley (Stuart),,,2025-03-11,D,0005.HK
3,23409,256984.0,,Sold at price 10.98 per share.,Riley (Stuart),,,2025-03-11,D,0005.HK
4,38376,,,,Stuart (Ian),,,2025-03-11,D,0005.HK
5,18038,197083.0,,Sold at price 10.93 per share.,Stuart (Ian),,,2025-03-11,D,0005.HK
6,72686,,,,Roberts (Michael),,,2025-03-11,D,0005.HK
7,37107,405431.0,,Sold at price 10.93 per share.,Roberts (Michael),,,2025-03-11,D,0005.HK
8,21084,,,,Roberts (Michael),,,2025-03-11,D,0005.HK
9,10764,118167.0,,Sold at price 10.98 per share.,Roberts (Michael),,,2025-03-11,D,0005.HK
10,12542,,,,White (Suzanna),,,2025-03-11,D,0005.HK
11,5557,60715.0,,Sold at price 10.93 per share.,White (Suzanna),,,2025-03-11,D,0005.HK
12,15231,,,,White (Suzanna),,,2025-03-11,D,0005.HK
13,6748,74079.0,,Sold at price 10.98 per share.,White (Suzanna),,,2025-03-11,D,0005.HK
14,47218,535499.0,,Bought at price 11.34 per share.,Rosha (Surendra),,,2025-03-11,D,0005.HK
15,7556,82556.0,,Sold at price 10.93 per share.,Rosha (Surendra),,,2025-03-11,D,0005.HK
16,11177,,,,Rosha (Surendra),,,2025-03-11,D,0005.HK
17,1789,19639.0,,Sold at price 10.98 per share.,Rosha (Surendra),,,2025-03-11,D,0005.HK
18,88229,,,,Elhedery (Georges),,,2025-03-11,D,0005.HK
19,41469,453090.0,,Sold at price 10.93 per share.,Elhedery (Georges),,,2025-03-11,D,0005.HK
20,43803,,,,O'Byrne (Barry),,,2025-03-11,D,0005.HK
21,7010,76591.0,,Sold at price 10.93 per share.,O'Byrne (Barry),,,2025-03-11,D,0005.HK
22,47218,,,,Liao (David),,,2025-03-11,D,0005.HK
23,7556,82556.0,,Sold at price 10.93 per share.,Liao (David),,,2025-03-11,D,0005.HK
24,10785,,,,Liao (David),,,2025-03-11,D,0005.HK
25,67319,,,,Kaur (Pam),,,2025-03-11,D,0005.HK
26,31641,345709.0,,Sold at price 10.93 per share.,Kaur (Pam),,,2025-03-11,D,0005.HK
27,11711,,,,Blackburn (Richard Martin),,,2025-03-11,D,0005.HK
28,5505,60147.0,,Sold at price 10.93 per share.,Blackburn (Richard Martin),,,2025-03-11,D,0005.HK
29,20724,,,,Blackburn (Richard Martin),,,2025-03-10,D,0005.HK
30,9741,107978.0,,Sold at price 11.08 per share.,Blackburn (Richard Martin),,,2025-03-10,D,0005.HK
31,9763,,,,Rosha (Surendra),,,2025-03-10,D,0005.HK
32,1563,17325.0,,Sold at price 11.08 per share.,Rosha (Surendra),,,2025-03-10,D,0005.HK
33,110465,,,,Roberts (Michael),,,2025-03-10,D,0005.HK
34,56393,625116.0,,Sold at price 11.08 per share.,Roberts (Michael),,,2025-03-10,D,0005.HK
35,277341,,,,Riley (Stuart),,,2025-03-10,D,0005.HK
36,130351,1444940.0,,Sold at price 11.08 per share.,Riley (Stuart),,,2025-03-10,D,0005.HK
37,67991,,,,Stuart (Ian),,,2025-03-10,D,0005.HK
38,31956,354232.0,,Sold at price 11.08 per share.,Stuart (Ian),,,2025-03-10,D,0005.HK
39,25576,,,,White (Suzanna),,,2025-03-10,D,0005.HK
40,11357,125892.0,,Sold at price 11.08 per share.,White (Suzanna),,,2025-03-10,D,0005.HK
41,96311,,,,Kaur (Pam),,,2025-03-10,D,0005.HK
42,45267,501784.0,,Sold at price 11.08 per share.,Kaur (Pam),,,2025-03-10,D,0005.HK
43,28516,,,,Liao (David),,,2025-03-10,D,0005.HK
44,4563,50580.0,,Sold at price 11.08 per share.,Liao (David),,,2025-03-10,D,0005.HK
45,42866,,,,O'Byrne (Barry),,,2025-03-10,D,0005.HK
46,8961,99332.0,,Sold at price 11.08 per share.,O'Byrne (Barry),,,2025-03-10,D,0005.HK
47,90636,,,,Elhedery (Georges),,,2025-03-10,D,0005.HK
48,42599,472209.0,,Sold at price 11.08 per share.,Elhedery (Georges),,,2025-03-10,D,0005.HK
49,92447,,,,Elhedery (Georges),,,2025-03-04,D,0005.HK
50,43451,514763.0,,Sold at price 11.85 per share.,Elhedery (Georges),,,2025-03-04,D,0005.HK
51,25909,,,,Blackburn (Richard Martin),,,2025-03-04,D,0005.HK
52,12178,144272.0,,Sold at price 11.85 per share.,Blackburn (Richard Martin),,,2025-03-04,D,0005.HK
53,73491,,,,O'Byrne (Barry),,,2025-03-04,D,0005.HK
54,11759,139308.0,,Sold at price 11.85 per share.,O'Byrne (Barry),,,2025-03-04,D,0005.HK
55,60300,,,,Liao (David),,,2025-03-04,D,0005.HK
56,9648,114299.0,,Sold at price 11.85 per share.,Liao (David),,,2025-03-04,D,0005.HK
57,186052,,,,Kaur (Pam),,,2025-03-04,D,0005.HK
58,87445,1035960.0,,Sold at price 11.85 per share.,Kaur (Pam),,,2025-03-04,D,0005.HK
59,38072,,,,White (Suzanna),,,2025-03-04,D,0005.HK
60,16866,199811.0,,Sold at price 11.85 per share.,White (Suzanna),,,2025-03-04,D,0005.HK
61,122381,,,,Riley (Stuart),,,2025-03-04,D,0005.HK
62,57520,681439.0,,Sold at price 11.85 per share.,Riley (Stuart),,,2025-03-04,D,0005.HK
63,63524,,,,Rosha (Surendra),,,2025-03-04,D,0005.HK
64,10164,120412.0,,Sold at price 11.85 per share.,Rosha (Surendra),,,2025-03-04,D,0005.HK
65,128841,,,,Roberts (Michael),,,2025-03-04,D,0005.HK
66,65774,779224.0,,Sold at price 11.85 per share.,Roberts (Michael),,,2025-03-04,D,0005.HK
67,58653,,,,Stuart (Ian),,,2025-03-04,D,0005.HK
68,27567,326586.0,,Sold at price 11.85 per share.,Stuart (Ian),,,2025-03-04,D,0005.HK
69,20000,236720.0,,Sold at price 11.84 per share.,White (Suzanna),,,2025-03-03,D,0005.HK
70,16,184.0,,Bought at price 11.54 per share.,Stuart (Ian),,,2025-02-27,D,0005.HK
71,182514,2035396.0,,Sold at price 11.15 per share.,O'Byrne (Barry),,,2025-02-21,D,0005.HK
72,119018,1325265.0,,Sold at price 11.14 per share.,Riley (Stuart),,,2025-02-20,D,0005.HK
73,114000,1272354.0,,Sold at price 11.16 per share.,Blackburn (Richard Martin),,,2025-02-20,D,0005.HK
74,0,,,,Buckingham (Geraldine),,,2025-02-19,D,0005.HK
75,0,,,,Duan (Rachel),,,2025-02-19,D,0005.HK
76,0,,,,Elhedery (Georges),,,2025-02-19,D,0005.HK
77,0,,,,Fairbairn (Dame Carolyn),,,2025-02-19,D,0005.HK
78,0,,,,Forese (James A),,,2025-02-19,D,0005.HK
79,0,,,,Guggenheimer (Steven),,,2025-02-19,D,0005.HK
80,0,,,,Godbehere (Ann Frances),,,2025-02-19,D,0005.HK
81,0,,,,Quinn (Noel),,,2025-02-19,D,0005.HK
82,0,,,,Teo (Swee Lian),,,2025-02-19,D,0005.HK
83,0,,,,Tucker (Mark Edward),,,2025-02-19,D,0005.HK
84,0,,,,Nish (David Thomas),,,2025-02-19,D,0005.HK
85,0,,,,Morparia (Kalpana),,,2025-02-19,D,0005.HK
86,0,,,,Kuribre�a (Jos� Antonio Meade),,,2025-02-19,D,0005.HK
87,0,,,,Murray (Eileen K),,,2025-02-19,D,0005.HK
88,0,,,,Nelson (Brendan Robert),,,2025-02-19,D,0005.HK
89,0,,,,BlackRock Advisors (UK) Limited,,,2025-02-14,D,0005.HK
90,0,,,,"Ping An Asset Management Co., Ltd.",,,2025-02-14,D,0005.HK
91,19,194.0,,Bought at price 10.25 per share.,Stuart (Ian),,,2025-01-27,D,0005.HK
92,0,,,,Teo (Swee Lian),,,2024-12-31,D,0005.HK
93,0,,,,"Ping An Asset Management Co., Ltd.",,,2024-12-31,D,0005.HK
94,0,,,,Quinn (Noel),,,2024-12-31,D,0005.HK
95,0,,,,Tucker (Mark Edward),,,2024-12-31,D,0005.HK
96,0,,,,Murray (Eileen K),,,2024-12-31,D,0005.HK
97,0,,,,Nelson (Brendan Robert),,,2024-12-31,D,0005.HK
98,0,,,,Morparia (Kalpana),,,2024-12-31,D,0005.HK
99,0,,,,Nish (David Thomas),,,2024-12-31,D,0005.HK
100,0,,,,Kuribre�a (Jos� Antonio Meade),,,2024-12-31,D,0005.HK
101,0,,,,BlackRock Advisors (UK) Limited,,,2024-12-31,D,0005.HK
102,0,,,,Buckingham (Geraldine),,,2024-12-31,D,0005.HK
103,0,,,,Godbehere (Ann Frances),,,2024-12-31,D,0005.HK
104,0,,,,Duan (Rachel),,,2024-12-31,D,0005.HK
105,0,,,,Elhedery (Georges),,,2024-12-31,D,0005.HK
106,0,,,,Fairbairn (Dame Carolyn),,,2024-12-31,D,0005.HK
107,0,,,,Guggenheimer (Steven),,,2024-12-31,D,0005.HK
108,0,,,,Forese (James A),,,2024-12-31,D,0005.HK
109,19,185.0,,Bought at price 9.76 per share.,Stuart (Ian),,,2024-12-27,D,0005.HK
110,19,185.0,,Bought at price 9.76 per share.,Bingham (Jonathan),,,2024-12-27,D,0005.HK
111,15,143.0,,Bought at price 9.56 per share.,Bingham (Jonathan),,,2024-12-19,D,0005.HK
112,13,124.0,,Bought at price 9.56 per share.,Stuart (Ian),,,2024-12-19,D,0005.HK
113,7288,69687.0,,Bought at price 9.56 per share.,Roberts (Michael),,,2024-12-19,D,0005.HK
114,64,611.0,,Bought at price 9.56 per share.,Miyake (Jo),,,2024-12-19,D,0005.HK
115,30,286.0,,Bought at price 9.56 per share.,Moss (Stephen),,,2024-12-19,D,0005.HK
116,18,172.0,,Bought at price 9.56 per share.,O'Byrne (Barry),,,2024-12-19,D,0005.HK
117,5936,56760.0,,Bought at price 9.56 per share.,Liao (David),,,2024-12-19,D,0005.HK
118,15000,144240.0,,Bought at price 9.62 per share.,Nelson (Brendan Robert),,,2024-12-12,D,0005.HK
119,20,185.0,,Bought at price 9.26 per share.,Stuart (Ian),,,2024-11-27,D,0005.HK
120,21,194.0,,Bought at price 9.26 per share.,Bingham (Jonathan),,,2024-11-27,D,0005.HK
121,41720,390624.0,,Bought at price 9.36 per share.,Elhedery (Georges),,,2024-11-05,D,0005.HK
122,22,195.0,,Bought at price 8.88 per share.,Bingham (Jonathan),,,2024-10-28,D,0005.HK
123,22,195.0,,Bought at price 8.88 per share.,Stuart (Ian),,,2024-10-28,D,0005.HK
124,486396,,,,Kaur (Pam),,,2024-10-22,D,0005.HK
125,3209,29224.0,,Bought at price 9.11 per share.,Matos (Nuno),,,2024-09-27,D,0005.HK
126,32,291.0,,Bought at price 9.11 per share.,Moss (Stephen),,,2024-09-27,D,0005.HK
127,6385,58148.0,,Bought at price 9.11 per share.,Liao (David),,,2024-09-27,D,0005.HK
128,18,163.0,,Bought at price 9.11 per share.,O'Byrne (Barry),,,2024-09-27,D,0005.HK
129,22,200.0,,Bought at price 9.12 per share.,Stuart (Ian),,,2024-09-27,D,0005.HK
130,13,118.0,,Bought at price 9.11 per share.,Stuart (Ian),,,2024-09-27,D,0005.HK
131,7838,71380.0,,Bought at price 9.11 per share.,Roberts (Michael),,,2024-09-27,D,0005.HK
132,22,200.0,,Bought at price 9.12 per share.,Bingham (Jonathan),,,2024-09-27,D,0005.HK
133,14,127.0,,Bought at price 9.11 per share.,Bingham (Jonathan),,,2024-09-27,D,0005.HK
134,23,200.0,,Bought at price 8.71 per share.,Stuart (Ian),,,2024-08-27,D,0005.HK
135,46219,,,,Quinn (Noel),,,2024-08-15,D,0005.HK
136,29498,,,,Elhedery (Georges),,,2024-08-15,D,0005.HK
137,174612,1488043.0,,Sold at price 8.52 per share.,Bell (Colin),,,2024-08-01,D,0005.HK
138,22,191.0,,Bought at price 8.69 per share.,Stuart (Ian),,,2024-07-29,D,0005.HK
139,779942,,,,Elhedery (Georges),,,2024-07-17,D,0005.HK
140,22,192.0,,Bought at price 8.77 per share.,Stuart (Ian),,,2024-06-27,D,0005.HK
141,40,346.0,,Bought at price 8.67 per share.,Stuart (Ian),,,2024-06-21,D,0005.HK
142,24118,209199.0,,Bought at price 8.67 per share.,Roberts (Michael),,,2024-06-21,D,0005.HK
143,59,511.0,,Bought at price 8.67 per share.,O'Byrne (Barry),,,2024-06-21,D,0005.HK
144,19644,170392.0,,Bought at price 8.67 per share.,Liao (David),,,2024-06-21,D,0005.HK
145,9873,85638.0,,Bought at price 8.67 per share.,Matos (Nuno),,,2024-06-21,D,0005.HK
146,99,858.0,,Bought at price 8.67 per share.,Moss (Stephen),,,2024-06-21,D,0005.HK
147,22,192.0,,Bought at price 8.75 per share.,Stuart (Ian),,,2024-05-28,D,0005.HK
148,42146,375520.0,,Bought at price 8.91 per share.,Quinn (Noel),,,2024-05-08,D,0005.HK
149,26899,239670.0,,Bought at price 8.91 per share.,Elhedery (Georges),,,2024-05-08,D,0005.HK
0,292,,,,Lee (Yun Lien Irene),Independent Non-Executive Chairman,,2025-01-23,D,0011.HK
0,197,1606.0,,Acquisition at price 8.15 per share.,Lee (Yuan Siong),Chief Executive Officer,,2025-03-17,D,1299.HK
1,346132,,,,Lee (Yuan Siong),Chief Executive Officer,,2025-03-17,D,1299.HK
2,522031,,,,Lee (Yuan Siong),Chief Executive Officer,,2025-02-21,D,1299.HK
3,223,1605.0,,Acquisition at price 7.20 per share.,Lee (Yuan Siong),Chief Executive Officer,,2025-02-17,D,1299.HK
4,239,1605.0,,Acquisition at price 6.72 per share.,Lee (Yuan Siong),Chief Executive Officer,,2025-01-15,D,1299.HK
5,224,1611.0,,Acquisition at price 7.19 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-12-16,D,1299.HK
6,215,1600.0,,Acquisition at price 7.44 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-11-15,D,1299.HK
7,961,,,,Lee (Yuan Siong),Chief Executive Officer,,2024-11-15,D,1299.HK
8,258,2192.0,,Acquisition at price 8.50 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-10-15,D,1299.HK
9,227,1599.0,,Acquisition at price 7.05 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-09-16,D,1299.HK
10,243,1608.0,,Acquisition at price 6.62 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-08-15,D,1299.HK
11,222,1600.0,,Acquisition at price 7.21 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-07-15,D,1299.HK
12,418,3003.0,,Acquisition at price 7.18 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-06-17,D,1299.HK
13,200,1606.0,,Acquisition at price 8.03 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-05-16,D,1299.HK
14,261,1593.0,,Acquisition at price 6.11 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-04-15,D,1299.HK
15,198773,,,,Lee (Yuan Siong),Chief Executive Officer,,2024-03-24,D,1299.HK
16,204,1601.0,,Acquisition at price 7.85 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-03-15,D,1299.HK
17,315561,,,,Lee (Yuan Siong),Chief Executive Officer,,2024-02-21,D,1299.HK
18,198,1596.0,,Acquisition at price 8.07 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-02-15,D,1299.HK
19,194,1598.0,,Acquisition at price 8.24 per share.,Lee (Yuan Siong),Chief Executive Officer,,2024-01-15,D,1299.HK
20,187,1596.0,,Acquisition at price 8.54 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-12-15,D,1299.HK
21,784,,,,Lee (Yuan Siong),Chief Executive Officer,,2023-11-16,D,1299.HK
22,172,1608.0,,Acquisition at price 9.35 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-11-15,D,1299.HK
23,222,1953.0,,Acquisition at price 8.80 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-10-16,D,1299.HK
24,60000,502002.0,,Acquisition at price 8.37 per share.,So (Chak-Kwong),Independent Non-Executive Director,,2023-10-04,D,1299.HK
25,188,1592.0,,Acquisition at price 8.47 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-09-15,D,1299.HK
26,176,1605.0,,Acquisition at price 9.12 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-08-15,D,1299.HK
27,155,1590.0,,Acquisition at price 10.26 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-07-18,D,1299.HK
28,234,2473.0,,Acquisition at price 10.57 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-06-15,D,1299.HK
29,155,1598.0,,Acquisition at price 10.31 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-05-15,D,1299.HK
30,148,1590.0,,Acquisition at price 10.74 per share.,Lee (Yuan Siong),Chief Executive Officer,,2023-04-17,D,1299.HK
0,20000,122776.0,,Acquisition at price 6.14 per share.,Ng (Sing Yip),Independent Non-Executive Director,,2025-03-24,D,2318.HK
0,20000,102418.0,,Acquisition at price 5.12 per share.,Tsai (Chao Chung Charles),Chief Executive Officer,,2023-08-04,D,0006.HK
0,11000,79718.0,,Acquisition at price 7.25 per share.,Wang (Dongzhi),Chief Financial Officer,,2024-10-08,D,2688.HK
1,10000,76560.0,,Acquisition at price 7.66 per share.,Zhang (Yuying),Chief Executive Officer,,2024-03-27,D,2688.HK
2,5000,38664.0,,Acquisition at price 7.73 per share.,Wang (Dongzhi),Chief Financial Officer,,2024-03-26,D,2688.HK
3,5000,39761.0,,Acquisition at price 7.95 per share.,Wang (Dongzhi),Chief Financial Officer,,2024-03-25,D,2688.HK
4,3000,21706.0,,Acquisition at price 7.24 per share.,Wang (Dongzhi),Chief Financial Officer,,2023-12-29,D,2688.HK
5,800,5467.0,,Acquisition at price 6.83 per share.,Wang (Dongzhi),Chief Financial Officer,,2023-12-19,D,2688.HK
6,1000,6798.0,,Acquisition at price 6.80 per share.,Wang (Dongzhi),Chief Financial Officer,,2023-12-18,D,2688.HK
7,33900,271559.0,,Acquisition at price 8.01 per share.,Liu (Jianfeng),President,,2023-08-28,D,2688.HK
8,6700,88363.0,,Sale at price 13.19 per share.,Liu (Jianfeng),President,,2023-06-28,D,2688.HK
9,5000,,,,Zheng (Hongtao),Director (Executive),,2023-06-28,D,2688.HK
10,5000,,,,Zheng (Hongtao),Director (Executive),,2023-06-28,D,2688.HK
0,13867,,,,Chan (Adriel Wenbwo),Chairman of the Board,,2024-09-25,D,0101.HK
1,22567,,,,Lo (Wai Pak),Chief Executive Officer,,2024-09-25,D,0101.HK
2,20000,14220.0,,Acquisition at price 0.71 per share.,Chan (Adriel Wenbwo),Chairman of the Board,,2024-08-08,D,0101.HK
3,20000,14360.0,,Acquisition at price 0.72 per share.,Chan (Adriel Wenbwo),Chairman of the Board,,2024-08-07,D,0101.HK
4,30000,21609.0,,Acquisition at price 0.72 per share.,Chan (Adriel Wenbwo),Chairman of the Board,,2024-08-06,D,0101.HK
5,30000,21789.0,,Acquisition at price 0.73 per share.,Chan (Adriel Wenbwo),Chairman of the Board,,2024-08-05,D,0101.HK
6,37443,,,,Chan (Adriel Wenbwo),Chairman of the Board,,2024-06-14,D,0101.HK
7,72266,,,,Lo (Wai Pak),Chief Executive Officer,,2024-06-14,D,0101.HK
8,120000,135036.0,,Acquisition at price 1.13 per share.,Chan (Adriel Wenbwo),Director (Executive),,2024-03-15,D,0101.HK
9,120000,135744.0,,Acquisition at price 1.13 per share.,Chan (Adriel Wenbwo),Director (Executive),,2024-03-14,D,0101.HK
10,204000,231234.0,,Acquisition at price 1.13 per share.,Chan (Adriel Wenbwo),Director (Executive),,2024-03-13,D,0101.HK
11,56000,62720.0,,Acquisition at price 1.12 per share.,Chan (Adriel Wenbwo),Director (Executive),,2024-03-12,D,0101.HK
12,75000,95122.0,,Acquisition at price 1.27 per share.,Lo (Wai Pak),Chief Executive Officer,,2023-08-21,D,0101.HK
13,50000,64595.0,,Acquisition at price 1.29 per share.,Lo (Wai Pak),Chief Executive Officer,,2023-08-18,D,0101.HK
14,50000,64370.0,,Acquisition at price 1.29 per share.,Lo (Wai Pak),Chief Executive Officer,,2023-08-17,D,0101.HK
0,38465,,,,Pickerell (Blair Chilton),Former,,2025-03-31,D,0823.HK
1,25468,120736.0,,Sale at price 4.74 per share.,Pickerell (Blair Chilton),Independent Non-Executive Director,,2025-03-14,D,0823.HK
2,1000000,4691500.0,,Sale at price 4.69 per share.,Hongchoy (Kwok Lung George),Chief Executive Officer,,2025-03-06,D,0823.HK
3,39747,,,,Chan (Yiu Cheong),Retired,,2025-02-14,D,0823.HK
4,1491,,,,Brooke (Christopher John),Independent Non-Executive Director,,2024-12-27,D,0823.HK
5,168,,,,Gu (Jialin),Independent Non-Executive Director,,2024-12-27,D,0823.HK
6,17597,,,,Ng (Kok Siong),Independent Non-Executive Director,,2024-12-27,D,0823.HK
7,199,,,,Yeung (Yun Chi Ann),Independent Non-Executive Director,,2024-12-27,D,0823.HK
8,38459,,,,Tan (Poh Lee),Former,,2024-11-11,D,0823.HK
9,1080,4777.0,,Sale at price 4.42 per share.,Brooke (Christopher John),Independent Non-Executive Director,,2024-08-21,D,0823.HK
10,1136,,,,Brooke (Christopher John),Independent Non-Executive Director,,2024-08-13,D,0823.HK
11,726,,,,Tan (Poh Lee),Independent Non-Executive Director,,2024-08-13,D,0823.HK
12,8295,,,Conversion at price 0.00 per share.,Tan (Poh Lee),Independent Non-Executive Director,,2024-06-30,D,0823.HK
13,24103,,,Conversion at price 0.00 per share.,Allen (Nicholas Charles),Chairman of the Board,,2024-06-30,D,0823.HK
14,8725,,,,Brooke (Christopher John),Independent Non-Executive Director,,2024-06-30,D,0823.HK
15,8725,,,Conversion at price 0.00 per share.,Chan (Yiu Cheong),Independent Non-Executive Director,,2024-06-30,D,0823.HK
16,7642,,,Conversion at price 0.00 per share.,Griffiths (Ian Keith),Director (Non-Executive),,2024-06-30,D,0823.HK
17,4216,,,Conversion at price 0.00 per share.,Gu (Jialin),Independent Non-Executive Director,,2024-06-30,D,0823.HK
18,443731,,,Conversion at price 0.00 per share.,Hongchoy (Kwok Lung George),Chief Executive Officer,,2024-06-30,D,0823.HK
19,113507,,,,Ng (Kok Siong),Director (Executive),,2024-06-30,D,0823.HK
20,8664,,,,Pickerell (Blair Chilton),Independent Non-Executive Director,,2024-06-30,D,0823.HK
21,24624,,,,Leong (Kwok Kuen),Former,,2024-02-29,D,0823.HK
22,897,,,,Brooke (Christopher John),Independent Non-Executive Director,,2023-12-29,D,0823.HK
23,574,,,,Tan (Poh Lee),Independent Non-Executive Director,,2023-12-29,D,0823.HK
24,1075854,5842209.0,,Sale at price 5.43 per share.,Hongchoy (Kwok Lung George),Chief Executive Officer,,2023-08-03,D,0823.HK
25,496,,,,Brooke (Christopher John),Independent Non-Executive Director,,2023-08-01,D,0823.HK
26,3035,,,,Griffiths (Ian Keith),Director (Non-Executive),,2023-08-01,D,0823.HK
27,454,,,,Tan (Poh Lee),Independent Non-Executive Director,,2023-08-01,D,0823.HK
28,17187,,,Conversion at price 0.00 per share.,Tse (Pak Wing CPA),Independent Non-Executive Director,,2023-07-19,D,0823.HK
29,15875,,,Conversion at price 0.00 per share.,Tse (Sau Ling CPA),Independent Non-Executive Director,,2023-07-19,D,0823.HK
30,1662,,,,Tse (Pak Wing CPA),Independent Non-Executive Director,,2023-07-18,D,0823.HK
31,0,,,,Leong (Kwok Kuen),Independent Non-Executive Director,,2023-07-06,I,0823.HK
32,132826,,,,Ng (Kok Siong),Director (Executive),,2023-07-06,D,0823.HK
33,24135,,,,Allen (Nicholas Charles),Chairman of the Board,,2023-06-30,D,0823.HK
34,7968,,,,Brooke (Christopher John),Independent Non-Executive Director,,2023-06-30,D,0823.HK
35,8320,,,,Chan (Yiu Cheong),Independent Non-Executive Director,,2023-06-30,D,0823.HK
36,7465,,,,Griffiths (Ian Keith),Director (Non-Executive),,2023-06-30,D,0823.HK
37,666579,,,,Hongchoy (Kwok Lung George),Chief Executive Officer,,2023-06-30,D,0823.HK
38,3669,,,,Leong (Kwok Kuen),Independent Non-Executive Director,,2023-06-30,D,0823.HK
39,8421,,,,Pickerell (Blair Chilton),Independent Non-Executive Director,,2023-06-30,D,0823.HK
40,7942,,,,Tan (Poh Lee),Independent Non-Executive Director,,2023-06-30,D,0823.HK
41,8604,,,,Tse (Pak Wing CPA),Independent Non-Executive Director,,2023-06-30,D,0823.HK
42,7942,,,,Tse (Sau Ling CPA),Independent Non-Executive Director,,2023-06-30,D,0823.HK
0,1000000,2550600.0,,Sale at price 2.55 per share.,Chen (Xuping),Chief Executive Officer,,2024-10-02,D,0960.HK
1,200000,193620.0,,Acquisition at price 0.97 per share.,Chen (Xuping),Chief Executive Officer,,2024-09-11,D,0960.HK
2,100000,102470.0,,Acquisition at price 1.02 per share.,Chan (Chi On Derek),Independent Non-Executive Director,,2024-09-10,D,0960.HK
3,11467,14410.0,,Other at price 1.26 per share.,Churchouse (Frederick Peter),Independent Non-Executive Director,,2024-08-22,D,0960.HK
4,13937,17514.0,,Other at price 1.26 per share.,Shen (Ying),Director (Executive),,2024-08-22,D,0960.HK
5,595001,,,,Shen (Ying),Director (Executive),,2024-04-25,D,0960.HK
6,246519,,,,Shen (Ying),Director (Executive),,2024-04-25,D,0960.HK
7,1005821,,,,Zhang (Xuzhong),Director (Executive),,2024-04-25,D,0960.HK
8,430824,,,,Zhang (Xuzhong),Director (Executive),,2024-04-25,D,0960.HK
9,1127969,,,,Zhao (Yi),Chief Financial Officer,,2024-04-25,D,0960.HK
10,485623,,,,Zhao (Yi),Chief Financial Officer,,2024-04-25,D,0960.HK
11,1261310,,,,Chen (Xuping),Chief Executive Officer,,2024-04-25,D,0960.HK
12,545443,,,,Chen (Xuping),Chief Executive Officer,,2024-04-25,D,0960.HK
13,25000,40937.0,,Acquisition at price 1.64 per share.,Chan (Chi On Derek),Independent Non-Executive Director,,2023-10-04,D,0960.HK
14,200000,397840.0,,Acquisition at price 1.99 per share.,Chen (Xuping),Chief Executive Officer,,2023-08-24,D,0960.HK
15,507,,,,Xiang (Bing),Independent Non-Executive Director,,2023-08-21,D,0960.HK
16,200000,449740.0,,Acquisition at price 2.25 per share.,Chen (Xuping),Chief Executive Officer,,2023-05-18,D,0960.HK
17,384674,,,,Chen (Xuping),Chief Executive Officer,,2023-04-17,D,0960.HK
18,164656,,,,Chen (Xuping),Chief Executive Officer,,2023-04-17,D,0960.HK
19,333186,,,,Shen (Ying),Director (Executive),,2023-04-17,D,0960.HK
20,141486,,,,Shen (Ying),Director (Executive),,2023-04-17,D,0960.HK
21,526682,,,,Zhang (Xuzhong),Director (Executive),,2023-04-17,D,0960.HK
22,228559,,,,Zhang (Xuzhong),Director (Executive),,2023-04-17,D,0960.HK
23,617163,,,,Zhao (Yi),Chief Financial Officer,,2023-04-17,D,0960.HK
24,269276,,,,Zhao (Yi),Chief Financial Officer,,2023-04-17,D,0960.HK
0,300000,1154370.0,,Acquisition at price 3.85 per share.,Ip (Tak Chuen Edmond),Director (Executive),,2024-06-12,D,1113.HK
1,157000,812302.0,,Sale at price 5.17 per share.,Roberts (Donald Jeffrey),Independent Non-Executive Director,,2023-09-21,D,1113.HK
0,50000,140265.0,,Acquisition at price 2.81 per share.,Nie (Zhizhang),Director (Executive),,2024-07-25,D,1209.HK
0,30000,75249.0,,Acquisition at price 2.51 per share.,Yeoh (Eng Kiong),Independent Non-Executive Director,,2025-01-06,D,1997.HK
0,146000,269939.0,,Acquisition at price 1.85 per share.,Gui (Sheng Yue),Chief Executive Officer,,2024-12-03,D,0175.HK
1,792000,1473753.0,,Acquisition at price 1.86 per share.,Gan (Jia Yue),Director (Executive),,2024-12-02,D,0175.HK
